Sentence text,Aspect text,Aspect position,Polarity,Position
i ll being with a couple of positives cool decor good pita and hummus and grilled octopus that was actually pretty tasty,pita,"[11, 12]",positive,1793
i ll being with a couple of positives cool decor good pita and hummus and grilled octopus that was actually pretty tasty,hummus,"[13, 14]",positive,1794
i ll being with a couple of positives cool decor good pita and hummus and grilled octopus that was actually pretty tasty,grilled octopus,"[15, 17]",positive,1795
if i could give 0 stars i would do so for this place,place,"[12, 13]",negative,1796
this place god where do i begin,place,"[1, 2]",negative,1797
it is quite a spectacular scene i ll give them that,scene,"[5, 6]",positive,1798
the decor however seems to be the distraction so you won t notice that you just payed 300 bucks for some cold eggplant that took 2 frickin hours to come,decor,"[1, 2]",neutral,1799
the decor however seems to be the distraction so you won t notice that you just payed 300 bucks for some cold eggplant that took 2 frickin hours to come,eggplant,"[22, 23]",negative,1800
the decor however seems to be the distraction so you won t notice that you just payed 300 bucks for some cold eggplant that took 2 frickin hours to come,eggplant,"[22, 23]",negative,1801
how this place survives the competitive west village market in this economy or any other for that matter is beyond me,place,"[2, 3]",negative,1802
great hot dogs,hot dogs,"[1, 3]",positive,1803
though it s been crowded most times i ve gone here bark always delivers on their food,food,"[16, 17]",positive,1804
though it s been crowded most times i ve gone here bark always delivers on their food,bark,"[11, 12]",neutral,1805
the hot dogs are top notch and they re slamwich is amazing,hot dogs,"[1, 3]",positive,1806
the hot dogs are top notch and they re slamwich is amazing,slamwich,"[9, 10]",positive,1807
going to bark is always worth the train ride and will make your tongue and belly very happy,bark,"[2, 3]",positive,1808
only complaint is the pricing i believe it would be more reasonable to pay a dollar less on each item listed on the menu,menu,"[23, 24]",negative,1809
but nonetheless great spot great food,spot,"[3, 4]",positive,1810
but nonetheless great spot great food,food,"[5, 6]",positive,1811
fabulous food if the front of house staff don t put you off,food,"[1, 2]",positive,1812
fabulous food if the front of house staff don t put you off,front of house staff,"[4, 8]",negative,1813
each time we ve been the front of house staff not the waiters they re fantastic but the people who greet and seat you has been so hideous to us that were it not for the exceptional fish dishes i would never return,waiters,"[12, 13]",positive,1814
each time we ve been the front of house staff not the waiters they re fantastic but the people who greet and seat you has been so hideous to us that were it not for the exceptional fish dishes i would never return,front of house staff,"[6, 10]",negative,1815
each time we ve been the front of house staff not the waiters they re fantastic but the people who greet and seat you has been so hideous to us that were it not for the exceptional fish dishes i would never return,fish dishes,"[37, 39]",positive,1816
as bfc doesn t take reservations you almost always have to wait by the bar and be abused by the front of house staff until you are seated which can be over an hour later,bfc,"[1, 2]",negative,1817
as bfc doesn t take reservations you almost always have to wait by the bar and be abused by the front of house staff until you are seated which can be over an hour later,front of house staff,"[20, 24]",negative,1818
the frizzy retro girl with winged dame edna glasses will yell at you if you try to order a drink,girl,"[3, 4]",negative,1819
i d be horrified if my staff were turning away customers so early and so rudely,staff,"[6, 7]",negative,1820
there s another girl who i can t describe she is about 5 6 with brown hair who eavesdrops on your conversation and chimes in except she only hears the last part of what you said so her uninvited opinions are often out of context and nothing to do with what you re really talking about,girl,"[3, 4]",negative,1821
considering you will spend at least 60 a head i expect better service,service,"[12, 13]",negative,1822
maitre d eat and get out,maitre d,"[0, 2]",negative,1823
the food and service were fine however the maitre d was incredibly unwelcoming and arrogant,food,"[1, 2]",positive,1824
the food and service were fine however the maitre d was incredibly unwelcoming and arrogant,service,"[3, 4]",positive,1825
the food and service were fine however the maitre d was incredibly unwelcoming and arrogant,maitre d,"[8, 10]",negative,1826
while finishing our meals which included a high end bottle of wine our son s fiance joined us for a glass of wine and dessert,bottle of wine,"[9, 12]",positive,1827
this guy refused to seat her and she left followed shortly by the four of us but not before i told him that in my 40 years of world travel including paris that i had never seen such a display of bad behavior by a frontman in a restaurant,frontman,"[45, 46]",negative,1828
a word to the wise you can t dine here and disturb the maitre d s sense of table turnover as whacked as it is or else,maitre d,"[13, 15]",negative,1829
best meal in a long time,meal,"[1, 2]",positive,1830
mussles and calamari were superb saturday evening,mussles,"[0, 1]",positive,1831
mussles and calamari were superb saturday evening,calamari,"[2, 3]",positive,1832
i had the lamb special which was perfect,lamb special,"[3, 5]",positive,1833
my father had the flank steak which was very good and my mother had the swordfish,flank steak,"[4, 6]",positive,1834
the four seasons restaurant is a great experience,the four seasons restaurant,"[0, 4]",positive,1835
the food is great and the environment is even better,food,"[1, 2]",positive,1836
the food is great and the environment is even better,environment,"[6, 7]",positive,1837
taking hot dogs to the next level,hot dogs,"[1, 3]",positive,1838
at first glance this place seems a bit pricey for a hot dog joint but at bark you don t just get your average hot dog,bark,"[16, 17]",negative,1839
at first glance this place seems a bit pricey for a hot dog joint but at bark you don t just get your average hot dog,hot dog,"[11, 13]",positive,1840
here the hot dog is elevated to the level of a real entree with numerous variations available,hot dog,"[2, 4]",positive,1841
here the hot dog is elevated to the level of a real entree with numerous variations available,hot dog,"[2, 4]",positive,1842
great atmosphere,atmosphere,"[1, 2]",positive,1843
i highly recommend the fish tacos everything else was ok,fish tacos,"[4, 6]",positive,1844
cool atmosphere the fire place in the back really ads to it but needs a bit more heat throughout on a cold night,atmosphere,"[1, 2]",positive,1845
cool atmosphere the fire place in the back really ads to it but needs a bit more heat throughout on a cold night,fire place,"[3, 5]",positive,1846
poor service and management,service,"[1, 2]",negative,1847
poor service and management,management,"[3, 4]",negative,1848
don t go to this place,place,"[5, 6]",negative,1849
had an awful experience at casa la femme on a saturday dinner,casa la femme,"[5, 8]",negative,1850
the manager was rude and handled the situation extremely poorly,manager,"[1, 2]",negative,1851
